DIRECTORIO,SECUENCIA_P,ORDEN,CLASE,MES,ANO,FEX_C,P455,P456,P456S1,P457,P458,P459,P460,P461,P759,P758,P758S1A1,P758S2A1,P758S4A1,P757,P757S2A1,P757S3A1,P464,P465,P466,P467,P468,P469,AREA
7073091,1,2,1,05,2022,34.879683166,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073091,1,3,1,05,2022,34.879683166,2,1,1,2,1,1,1,,19,3,,,,,,,4,4,1,,,2,52
7073092,1,1,1,05,2022,45.002737234,1,,,1,1,2,,1,19,1,260000,,,,,,4,,,,,2,52
7073092,1,2,1,05,2022,45.002737234,2,2,,,,,,,,,,,,,,,,,,3,1,1,52
7073092,1,3,1,05,2022,45.002737234,2,2,,,,,,,,,,,,,,,,,,3,1,2,52
7073093,1,1,1,05,2022,32.446960874,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073093,1,2,1,05,2022,32.446960874,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073093,1,3,1,05,2022,32.446960874,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073094,1,1,1,05,2022,52.43461434,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073094,1,2,1,05,2022,52.43461434,2,2,,,,,,,,,,,,,,,,,,2,2,2,52
7073094,1,3,1,05,2022,52.43461434,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073095,1,1,1,05,2022,37.875261187,1,,,2,1,2,,4,18,3,,,,,,,4,,,,,2,52
7073095,1,2,1,05,2022,37.875261187,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073096,1,1,1,05,2022,49.878588742,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073096,1,2,1,05,2022,49.878588742,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073096,1,3,1,05,2022,49.878588742,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073096,1,4,1,05,2022,49.878588742,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073097,1,1,1,05,2022,45.03524424,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073097,1,2,1,05,2022,45.03524424,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073098,1,1,1,05,2022,81.617931501,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073099,1,1,1,05,2022,83.886956658,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073099,1,2,1,05,2022,83.886956658,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073100,1,1,1,05,2022,28.901127561,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073100,1,2,1,05,2022,28.901127561,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073100,1,3,1,05,2022,28.901127561,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073100,1,4,1,05,2022,28.901127561,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073100,1,7,1,05,2022,28.901127561,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073101,1,1,1,05,2022,81.617931501,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073102,1,1,1,05,2022,57.701145789,2,2,,,,,,,,,,,,,,,,,,5,1,2,52
7073102,1,2,1,05,2022,57.701145789,2,2,,,,,,,,,,,,,,,,,,5,1,2,52
7073103,1,1,1,05,2022,63.910680509,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073103,1,2,1,05,2022,63.910680509,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073103,1,3,1,05,2022,63.910680509,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073104,1,1,1,05,2022,69.441062914,1,,,3,1,1,3,,19,3,,,,,,,3,,,,,2,52
7073105,1,1,1,05,2022,64.15853733,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073105,1,2,1,05,2022,64.15853733,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073106,1,1,1,05,2022,63.910680509,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073106,1,2,1,05,2022,63.910680509,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073106,1,3,1,05,2022,63.910680509,2,1,1,1,1,2,,3,14,1,200000,,,,,,5,5,1,,,2,52
7073107,1,1,1,05,2022,75.76918134,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073107,1,2,1,05,2022,75.76918134,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073108,1,1,1,05,2022,79.314642912,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073108,1,2,1,05,2022,79.314642912,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073108,1,3,1,05,2022,79.314642912,2,2,,,,,,,,,,,,,,,,,,5,1,2,52
7073108,1,4,1,05,2022,79.314642912,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073108,1,5,1,05,2022,79.314642912,2,2,,,,,,,,,,,,,,,,,,5,1,2,52
7073109,1,1,1,05,2022,48.52357718,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073109,1,2,1,05,2022,48.52357718,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073109,1,3,1,05,2022,48.52357718,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073110,1,1,1,05,2022,28.173924622,2,2,,,,,,,,,,,,,,,,,,3,1,2,52
7073110,1,2,1,05,2022,28.173924622,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073110,1,3,1,05,2022,28.173924622,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073110,1,4,1,05,2022,28.173924622,2,2,,,,,,,,,,,,,,,,,,5,1,2,52
7073110,1,5,1,05,2022,28.173924622,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073110,1,6,1,05,2022,28.173924622,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073112,1,1,1,05,2022,41.947691472,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073112,1,2,1,05,2022,41.947691472,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073112,1,3,1,05,2022,41.947691472,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073113,1,1,1,05,2022,41.168770589,2,2,,,,,,,,,,,,,,,,,,3,1,2,52
7073114,1,1,1,05,2022,41.845348733,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073115,1,1,1,05,2022,45.876571804,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073115,1,2,1,05,2022,45.876571804,2,2,,,,,,,,,,,,,,,,,,3,1,2,52
7073116,1,1,1,05,2022,43.195559991,2,2,,,,,,,,,,,,,,,,,,1,2,2,52
7073116,1,2,1,05,2022,43.195559991,2,2,,,,,,,,,,,,,,,,,,3,1,2,52
7073116,1,3,1,05,2022,43.195559991,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073116,1,4,1,05,2022,43.195559991,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073116,1,5,1,05,2022,43.195559991,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073118,1,1,1,05,2022,49.104559995,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073118,1,2,1,05,2022,49.104559995,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073119,1,1,1,05,2022,55.110631489,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073119,1,2,1,05,2022,55.110631489,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073119,1,3,1,05,2022,55.110631489,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073120,1,1,1,05,2022,77.210703104,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073120,1,2,1,05,2022,77.210703104,2,2,,,,,,,,,,,,,,,,,,5,1,2,52
7073120,1,3,1,05,2022,77.210703104,2,2,,,,,,,,,,,,,,,,,,5,1,2,52
7073122,1,1,1,05,2022,51.131602603,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073122,1,2,1,05,2022,51.131602603,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073123,1,1,1,05,2022,47.076017325,2,2,,,,,,,,,,,,,,,,,,2,2,2,52
7073126,1,1,1,05,2022,51.385526915,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073126,1,2,1,05,2022,51.385526915,2,2,,,,,,,,,,,,,,,,,,3,1,2,52
7073126,1,3,1,05,2022,51.385526915,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073128,1,1,1,05,2022,63.089191824,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073129,1,1,1,05,2022,40.360129461,2,2,,,,,,,,,,,,,,,,,,1,2,2,52
7073129,1,2,1,05,2022,40.360129461,2,2,,,,,,,,,,,,,,,,,,1,2,2,52
7073129,1,3,1,05,2022,40.360129461,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073131,1,1,1,05,2022,37.984098028,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073131,1,2,1,05,2022,37.984098028,2,2,,,,,,,,,,,,,,,,,,5,1,2,52
7073134,1,1,1,05,2022,38.915364848,2,2,,,,,,,,,,,,,,,,,,1,2,2,52
7073134,1,2,1,05,2022,38.915364848,2,2,,,,,,,,,,,,,,,,,,3,1,2,52
7073134,1,3,1,05,2022,38.915364848,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073134,1,4,1,05,2022,38.915364848,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073134,1,5,1,05,2022,38.915364848,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073135,1,1,1,05,2022,73.005661966,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073135,1,2,1,05,2022,73.005661966,2,1,1,1,1,1,3,,19,1,20000,,,,,,4,4,1,,,2,52
7073135,1,3,1,05,2022,73.005661966,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073136,1,1,1,05,2022,69.114194548,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073136,1,2,1,05,2022,69.114194548,2,2,,,,,,,,,,,,,,,,,,2,2,2,52
7073138,1,1,1,05,2022,74.406658718,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073138,1,2,1,05,2022,74.406658718,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073138,1,3,1,05,2022,74.406658718,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073139,1,1,1,05,2022,38.803010223,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073139,1,2,1,05,2022,38.803010223,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073141,1,1,1,05,2022,94.633787736,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073142,1,1,1,05,2022,29.532665547,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073142,1,2,1,05,2022,29.532665547,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073142,1,3,1,05,2022,29.532665547,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073143,1,1,1,05,2022,34.941706241,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073145,1,1,1,05,2022,28.459676445,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073145,1,2,1,05,2022,28.459676445,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073145,1,3,1,05,2022,28.459676445,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073147,1,1,1,05,2022,43.81550364,2,2,,,,,,,,,,,,,,,,,,3,2,2,99
7073147,1,2,1,05,2022,43.81550364,2,2,,,,,,,,,,,,,,,,,,3,2,2,99
7073148,1,1,1,05,2022,18.920519108,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073148,1,2,1,05,2022,18.920519108,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073148,1,3,1,05,2022,18.920519108,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073148,1,4,1,05,2022,18.920519108,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073148,1,5,1,05,2022,18.920519108,2,2,,,,,,,,,,,,,,,,,,8,2,2,52
7073149,1,1,1,05,2022,31.442045789,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073149,1,2,1,05,2022,31.442045789,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073150,1,1,1,05,2022,27.93451735,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073152,1,1,1,05,2022,69.114194548,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073152,1,2,1,05,2022,69.114194548,2,1,1,1,1,1,1,,16,3,,,,,,,4,4,5,,,2,52
7073153,1,1,1,05,2022,23.412852864,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073153,1,2,1,05,2022,23.412852864,2,2,,,,,,,,,,,,,,,,,,3,1,2,52
7073153,1,3,1,05,2022,23.412852864,2,2,,,,,,,,,,,,,,,,,,3,1,2,52
7073154,1,1,1,05,2022,99.928302788,2,1,2,3,2,1,3,,6,3,,,,,,,4,4,1,,,2,52
7073154,1,2,1,05,2022,99.928302788,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073155,1,1,1,05,2022,31.442045789,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073155,1,2,1,05,2022,31.442045789,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073156,1,1,1,05,2022,47.076017325,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073157,1,1,1,05,2022,50.343728944,1,,,3,1,1,2,,1,3,,,,,,,4,,,,,2,52
7073157,1,2,1,05,2022,50.343728944,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073157,1,3,1,05,2022,50.343728944,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073157,1,4,1,05,2022,50.343728944,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073158,1,1,1,05,2022,31.490936644,2,1,2,1,2,2,,3,19,3,,,,,,,4,4,5,,,2,52
7073158,1,2,1,05,2022,31.490936644,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073160,1,1,1,05,2022,31.563849445,2,2,,,,,,,,,,,,,,,,,,5,1,2,52
7073160,1,2,1,05,2022,31.563849445,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073161,1,1,1,05,2022,28.501456562,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073162,1,1,1,05,2022,73.818557852,2,2,,,,,,,,,,,,,,,,,,5,2,2,99
7073162,1,2,1,05,2022,73.818557852,2,2,,,,,,,,,,,,,,,,,,3,2,2,99
7073162,1,3,1,05,2022,73.818557852,2,2,,,,,,,,,,,,,,,,,,3,1,2,99
7073163,1,1,1,05,2022,64.935096394,2,1,2,1,1,2,,2,1,3,,,,,,,4,4,1,,,2,52
7073163,1,2,1,05,2022,64.935096394,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073163,1,3,1,05,2022,64.935096394,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073163,1,4,1,05,2022,64.935096394,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073163,1,5,1,05,2022,64.935096394,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073164,1,1,1,05,2022,43.48232136,2,2,,,,,,,,,,,,,,,,,,3,1,2,52
7073164,1,2,1,05,2022,43.48232136,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073164,1,3,1,05,2022,43.48232136,1,,,2,2,2,,4,1,3,,,,,,,4,,,,,2,52
7073165,1,1,1,05,2022,49.711280308,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073165,1,2,1,05,2022,49.711280308,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073166,1,1,1,05,2022,48.905266181,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073166,1,2,1,05,2022,48.905266181,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073166,1,3,1,05,2022,48.905266181,2,2,,,,,,,,,,,,,,,,,,3,1,2,52
7073166,1,4,1,05,2022,48.905266181,2,2,,,,,,,,,,,,,,,,,,3,1,2,52
7073168,1,1,1,05,2022,50.500348249,2,2,,,,,,,,,,,,,,,,,,3,1,2,52
7073168,1,2,1,05,2022,50.500348249,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073169,1,1,1,05,2022,49.400278153,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073169,1,2,1,05,2022,49.400278153,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073170,1,1,1,05,2022,36.945315243,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073170,1,2,1,05,2022,36.945315243,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073170,1,4,1,05,2022,36.945315243,2,1,2,2,1,2,,1,18,1,120000,,,,,,6,4,1,,,2,52
7073170,1,5,1,05,2022,36.945315243,2,2,,,,,,,,,,,,,,,,,,3,1,2,52
7073170,1,6,1,05,2022,36.945315243,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073172,1,1,1,05,2022,39.147141031,2,2,,,,,,,,,,,,,,,,,,8,2,2,52
7073172,1,2,1,05,2022,39.147141031,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073174,1,1,1,05,2022,32.036459503,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073174,1,2,1,05,2022,32.036459503,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073174,1,3,1,05,2022,32.036459503,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073174,1,4,1,05,2022,32.036459503,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073175,1,1,1,05,2022,47.426309019,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073176,1,1,1,05,2022,34.285372162,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073176,1,2,1,05,2022,34.285372162,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073176,1,3,1,05,2022,34.285372162,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073177,1,1,1,05,2022,58.049289705,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073177,1,2,1,05,2022,58.049289705,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073178,1,1,1,05,2022,85.48542558,2,1,2,1,1,2,,4,16,3,,,,,,,4,4,1,,,1,52
7073178,1,2,1,05,2022,85.48542558,1,,,1,2,1,1,,14,3,,,,,,,4,,,,,2,52
7073179,1,1,1,05,2022,82.351496293,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073179,1,2,1,05,2022,82.351496293,1,,,1,1,2,,4,15,3,,,,,,,4,,,,,2,52
7073180,1,1,1,05,2022,54.385794741,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073181,1,1,1,05,2022,66.230828173,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073182,1,1,1,05,2022,45.165968597,2,1,2,2,1,2,,1,18,1,1000000,,,,,,1,1,1,,,2,52
7073182,1,2,1,05,2022,45.165968597,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073183,1,1,1,05,2022,41.29474374,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073184,1,1,1,05,2022,40.579449138,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073184,1,2,1,05,2022,40.579449138,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073184,1,3,1,05,2022,40.579449138,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073184,1,4,1,05,2022,40.579449138,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073185,1,1,1,05,2022,38.260972387,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073185,1,2,1,05,2022,38.260972387,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073186,1,1,1,05,2022,77.430708603,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073187,1,1,1,05,2022,46.163486629,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073187,1,2,1,05,2022,46.163486629,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073188,1,1,1,05,2022,57.763550297,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073188,1,2,1,05,2022,57.763550297,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073188,1,4,1,05,2022,57.763550297,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073189,1,1,1,05,2022,87.47719284,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073189,1,2,1,05,2022,87.47719284,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073189,1,3,1,05,2022,87.47719284,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073190,1,1,1,05,2022,79.892339674,1,,,1,2,1,1,,14,3,,,,,,,4,,,,,2,52
7073190,1,2,1,05,2022,79.892339674,1,,,2,2,2,,2,14,2,,100000,,2,100000,,4,,,,,2,52
7073192,1,1,1,05,2022,75.809706352,2,2,,,,,,,,,,,,,,,,,,5,1,2,52
7073192,1,2,1,05,2022,75.809706352,1,,,2,2,1,2,,3,3,,,,,,,4,,,,,2,52
7073192,1,3,1,05,2022,75.809706352,2,1,2,1,2,2,,2,6,3,,,,,,,5,4,1,,,2,52
7073193,1,1,1,05,2022,71.907052217,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073193,1,2,1,05,2022,71.907052217,2,2,,,,,,,,,,,,,,,,,,5,1,2,52
7073193,1,3,1,05,2022,71.907052217,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073193,1,5,1,05,2022,71.907052217,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073194,1,1,1,05,2022,30.822214098,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073194,1,2,1,05,2022,30.822214098,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073194,1,3,1,05,2022,30.822214098,2,2,,,,,,,,,,,,,,,,,,7,2,2,52
7073194,1,4,1,05,2022,30.822214098,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073194,2,1,1,05,2022,30.822214098,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073194,2,2,1,05,2022,30.822214098,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073194,2,3,1,05,2022,30.822214098,1,,,3,1,1,3,,19,3,,,,,,,5,,,,,2,52
7073194,3,1,1,05,2022,30.822214098,2,2,,,,,,,,,,,,,,,,,,5,2,2,52
7073194,3,2,1,05,2022,30.822214098,2,2,,,,,,,,,,,,,,,,,,5,1,2,52
7073201,1,1,1,05,2022,84.686191119,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073201,1,2,1,05,2022,84.686191119,2,1,1,1,1,1,1,,14,3,,,,,,,5,4,1,,,2,52
7073202,1,1,1,05,2022,50.471353459,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073206,1,1,1,05,2022,110.8460631,2,2,,,,,,,,,,,,,,,,,,1,2,2,52
7073206,1,2,1,05,2022,110.8460631,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073206,1,3,1,05,2022,110.8460631,2,2,,,,,,,,,,,,,,,,,,3,2,2,52
7073206,1,4,1,05,2022,110.8460631,2,2,,,,,,,,,,,,,,,,,,6,2,2,52
7073206,1,5,1,05,2022,110.8460631,2,2,,,,,,,,,,,,,,,,,,6,2,1,52
7073211,1,1,1,05,2022,85.608810901,2,2,,,,,,,,,,,,,,,,,,3,1,2,54
7073211,1,2,1,05,2022,85.608810901,2,2,,,,,,,,,,,,,,,,,,8,2,2,54
7073211,1,3,1,05,2022,85.608810901,2,2,,,,,,,,,,,,,,,,,,7,1,2,54
7073212,1,1,1,05,2022,91.046050535,2,2,,,,,,,,,,,,,,,,,,6,2,2,54
7073212,1,2,1,05,2022,91.046050535,2,2,,,,,,,,,,,,,,,,,,6,2,2,54
7073212,1,3,1,05,2022,91.046050535,2,2,,,,,,,,,,,,,,,,,,1,2,2,54
7073212,1,4,1,05,2022,91.046050535,2,2,,,,,,,,,,,,,,,,,,3,2,2,54
7073212,1,5,1,05,2022,91.046050535,2,2,,,,,,,,,,,,,,,,,,1,2,2,54
7073212,1,6,1,05,2022,91.046050535,2,2,,,,,,,,,,,,,,,,,,3,2,3,54
7073213,1,1,1,05,2022,97.310875062,2,2,,,,,,,,,,,,,,,,,,3,2,2,54
7073213,1,2,1,05,2022,97.310875062,2,2,,,,,,,,,,,,,,,,,,3,2,2,54
7073213,1,3,1,05,2022,97.310875062,2,2,,,,,,,,,,,,,,,,,,3,2,2,54
7073213,1,4,1,05,2022,97.310875062,2,2,,,,,,,,,,,,,,,,,,1,2,2,54
7073214,1,1,1,05,2022,83.659135226,2,1,1,1,1,1,1,,15,3,,,,,,,4,4,1,,,2,54
7073214,1,2,1,05,2022,83.659135226,2,2,,,,,,,,,,,,,,,,,,3,2,2,54
7073214,1,3,1,05,2022,83.659135226,2,1,2,2,2,1,1,,15,3,,,,,,,3,5,1,,,2,54
7073214,1,4,1,05,2022,83.659135226,2,2,,,,,,,,,,,,,,,,,,7,2,2,54
7073214,1,6,1,05,2022,83.659135226,2,2,,,,,,,,,,,,,,,,,,3,2,2,54
7073214,1,7,1,05,2022,83.659135226,2,2,,,,,,,,,,,,,,,,,,3,1,2,54
7073215,1,1,1,05,2022,140.88265283,2,2,,,,,,,,,,,,,,,,,,6,2,2,54
7073215,1,2,1,05,2022,140.88265283,2,2,,,,,,,,,,,,,,,,,,3,2,2,54
7073215,1,3,1,05,2022,140.88265283,2,2,,,,,,,,,,,,,,,,,,3,2,2,54
7073215,1,5,1,05,2022,140.88265283,2,2,,,,,,,,,,,,,,,,,,3,1,2,54
7073215,1,6,1,05,2022,140.88265283,2,2,,,,,,,,,,,,,,,,,,7,2,2,54
7073215,1,7,1,05,2022,140.88265283,2,2,,,,,,,,,,,,,,,,,,5,2,2,54
7073216,1,1,1,05,2022,65.327591175,2,2,,,,,,,,,,,,,,,,,,3,2,2,54
7073216,1,2,1,05,2022,65.327591175,2,2,,,,,,,,,,,,,,,,,,6,2,2,54
7073216,1,3,1,05,2022,65.327591175,2,2,,,,,,,,,,,,,,,,,,3,2,2,54
7073216,1,4,1,05,2022,65.327591175,2,2,,,,,,,,,,,,,,,,,,3,2,2,54
7073216,1,5,1,05,2022,65.327591175,2,2,,,,,,,,,,,,,,,,,,5,2,2,54
7073216,1,8,1,05,2022,65.327591175,2,2,,,,,,,,,,,,,,,,,,6,2,2,54
7073217,1,1,1,05,2022,96.706169104,2,2,,,,,,,,,,,,,,,,,,3,1,2,54
7073217,1,2,1,05,2022,96.706169104,2,2,,,,,,,,,,,,,,,,,,3,1,2,54
7073218,1,1,1,05,2022,118.14290142,2,2,,,,,,,,,,,,,,,,,,3,2,2,54
7073218,1,2,1,05,2022,118.14290142,2,2,,,,,,,,,,,,,,,,,,6,2,2,54
7073218,1,3,1,05,2022,118.14290142,2,2,,,,,,,,,,,,,,,,,,5,2,2,54
7073218,1,4,1,05,2022,118.14290142,2,2,,,,,,,,,,,,,,,,,,5,2,2,54
7073218,1,7,1,05,2022,118.14290142,2,2,,,,,,,,,,,,,,,,,,3,1,2,54
7073219,1,1,1,05,2022,84.646228809,2,2,,,,,,,,,,,,,,,,,,3,1,2,54
7073219,1,2,1,05,2022,84.646228809,2,2,,,,,,,,,,,,,,,,,,3,2,2,54
7073221,1,1,1,05,2022,139.55457711,2,2,,,,,,,,,,,,,,,,,,5,2,2,54
7073221,1,2,1,05,2022,139.55457711,2,2,,,,,,,,,,,,,,,,,,6,2,2,54
7073222,1,1,1,05,2022,250.65851293,2,2,,,,,,,,,,,,,,,,,,3,2,2,54
7073222,1,2,1,05,2022,250.65851293,2,2,,,,,,,,,,,,,,,,,,3,2,2,54
7073223,1,1,1,05,2022,77.787577166,2,2,,,,,,,,,,,,,,,,,,3,2,2,54
7073223,1,2,1,05,2022,77.787577166,2,2,,,,,,,,,,,,,,,,,,3,2,2,54
